Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	9.82652e-10	CTCFL_HUMAN.H11MO.0.A	9.82652e-10	SNAI1_HUMAN.H11MO.0.C	0.322557
pattern_1	SP3_HUMAN.H11MO.0.B	5.18487e-08	SP2_HUMAN.H11MO.0.A	1.33458e-07	KLF9_HUMAN.H11MO.0.C	2.32885e-07
pattern_2	ETS1_HUMAN.H11MO.0.A	2.47892e-07	ERG_HUMAN.H11MO.0.A	1.33701e-05	ETV2_HUMAN.H11MO.0.B	2.10346e-05
pattern_3	PO5F1_HUMAN.H11MO.0.A	2.83448e-14	NANOG_HUMAN.H11MO.0.A	2.83448e-14	PO3F1_HUMAN.H11MO.0.C	0.00136208
pattern_4	FOSB_HUMAN.H11MO.0.A	5.72266e-05	JUN_HUMAN.H11MO.0.A	5.72266e-05	FOSL2_HUMAN.H11MO.0.A	5.72266e-05
pattern_5	NFYB_HUMAN.H11MO.0.A	5.52228e-10	NFYC_HUMAN.H11MO.0.A	5.48925e-06	NFYA_HUMAN.H11MO.0.A	1.77868e-05
pattern_6	NRF1_HUMAN.H11MO.0.A	2.67249e-06	ASCL1_HUMAN.H11MO.0.A	0.278025	SNAI2_HUMAN.H11MO.0.A	1.0
pattern_7	ATF1_HUMAN.H11MO.0.B	0.00270064	CREB1_HUMAN.H11MO.0.A	0.00374405	CREM_HUMAN.H11MO.0.C	0.00374405
pattern_8	NFIC_HUMAN.H11MO.0.A	2.01536e-08	NFIA_HUMAN.H11MO.0.C	0.000154371	ZN322_HUMAN.H11MO.0.B	0.0871896
pattern_9	THA11_HUMAN.H11MO.0.B	7.18553e-21	ZN143_HUMAN.H11MO.0.A	6.23415e-19	ZNF76_HUMAN.H11MO.0.C	9.29643e-18
pattern_10	RFX2_HUMAN.H11MO.0.A	1.74877e-09	RFX1_HUMAN.H11MO.0.B	4.84627e-07	RFX3_HUMAN.H11MO.0.B	4.18602e-05
pattern_11	KAISO_HUMAN.H11MO.0.A	0.00047651	HINFP_HUMAN.H11MO.0.C	1.0	ZN121_HUMAN.H11MO.0.C	1.0
pattern_12	SP2_HUMAN.H11MO.0.A	0.000219084	SP3_HUMAN.H11MO.0.B	0.00482	SP1_HUMAN.H11MO.0.A	0.00491258
pattern_13	TWST1_HUMAN.H11MO.0.A	1.38064e-09	ZBT18_HUMAN.H11MO.0.C	0.0992569	OLIG2_HUMAN.H11MO.0.B	0.0992569
pattern_14	TEAD4_HUMAN.H11MO.0.A	0.445091	TEAD1_HUMAN.H11MO.0.A	0.445091	ZN680_HUMAN.H11MO.0.C	0.603201
pattern_15	SP2_HUMAN.H11MO.0.A	0.0239246	SP1_HUMAN.H11MO.0.A	0.0239246	SP3_HUMAN.H11MO.0.B	0.122748
pattern_16	RORG_HUMAN.H11MO.0.C	0.127417	ETV5_HUMAN.H11MO.0.C	0.127417	FOSB_HUMAN.H11MO.0.A	0.127417
pattern_17	REST_HUMAN.H11MO.0.A	1.9948e-15	ZN335_HUMAN.H11MO.0.A	0.978296	CLOCK_HUMAN.H11MO.0.C	1.0
