Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	SP1_MOUSE.H11MO.0.A	1.80411e-06	SP1_HUMAN.H11MO.0.A	1.05417e-05	SP5_MOUSE.H11MO.0.C	1.05417e-05
pattern_1	CTCF_MA0139.1	1.85162e-12	CTCF_HUMAN.H11MO.0.A	5.52914e-10	CTCF_MOUSE.H11MO.0.A	5.52914e-10
pattern_2	PO5F1_HUMAN.H11MO.0.A	2.47414e-06	NANOG_HUMAN.H11MO.0.A	2.47414e-06	PO5F1_MOUSE.H11MO.0.A	2.47414e-06
pattern_3	Jdp2.mouse_bZIP_1	5.94758e-05	FOSL2+JUNB_MA1138.1	5.94758e-05	NFE2_MA0841.1	5.94758e-05
pattern_4	ERG_MOUSE.H11MO.0.A	5.47918e-05	ETS1_HUMAN.H11MO.0.A	7.06744e-05	ETS1_MOUSE.H11MO.0.A	7.06744e-05
pattern_5	NANOG_MOUSE.H11MO.0.A	5.63405e-06	SOX2_MOUSE.H11MO.0.A	5.89512e-05	NANOG_HUMAN.H11MO.0.A	0.000664824
pattern_6	TEAD4_HUMAN.H11MO.0.A	5.09455e-05	TEAD4_MOUSE.H11MO.0.A	5.09455e-05	TEAD3_TEA_1	0.000125425
pattern_7	NRF1_MA0506.1	0.00164408	NRF1_NRF_1	0.00164408	NRF1_MOUSE.H11MO.0.A	0.00164408
pattern_8	SP2_HUMAN.H11MO.0.A	5.23738e-05	SP2_MOUSE.H11MO.0.B	5.23738e-05	SP1_MOUSE.H11MO.0.A	0.000127845
pattern_9	CTCFL_MOUSE.H11MO.0.A	1.19491e-07	CTCFL_HUMAN.H11MO.0.A	3.82886e-07	CTCF_MOUSE.H11MO.0.A	2.19607e-06
pattern_10	NFYB_HUMAN.H11MO.0.A	1.19731e-09	NFYB_MOUSE.H11MO.0.A	1.19731e-09	NFYC_MOUSE.H11MO.0.B	5.42682e-06
pattern_11	Tcf21.mouse_bHLH_1	0.0135416	Tcf21_MA0832.1	0.0135416	MSC_MA0665.1	0.0135416
pattern_12	AP2C_HUMAN.H11MO.0.A	0.000268741	AP2A_MOUSE.H11MO.0.A	0.000268741	AP2A_HUMAN.H11MO.0.A	0.000457342
pattern_13	CREB1_MA0018.3	6.59761e-08	CREB3_bZIP_1	0.000111188	ATF1_MOUSE.H11MO.0.B	0.000295619
pattern_14	PRDM6_HUMAN.H11MO.0.C	0.0692696	ZNF384_MA1125.1	0.0692696	STAT1_MOUSE.H11MO.0.A	0.142654
pattern_15	RFX2_MOUSE.H11MO.0.A	7.70608e-10	Rfx1_MA0509.1	3.35874e-09	RFX3_MOUSE.H11MO.0.C	3.46404e-08
pattern_16	ZN143_MOUSE.H11MO.0.A	1.98566e-22	ZN143_HUMAN.H11MO.0.A	4.70193e-21	THA11_MOUSE.H11MO.0.B	2.98166e-19
pattern_17	ZN335_HUMAN.H11MO.0.A	0.00609048	ZN335_MOUSE.H11MO.0.A	0.00609048	REST_HUMAN.H11MO.0.A	0.135433
pattern_18	REST_HUMAN.H11MO.0.A	7.88226e-15	REST_MOUSE.H11MO.0.A	2.34149e-14	REST_MA0138.2	1.19814e-13
pattern_19	REST_MA0138.2	0.0026282	REST_HUMAN.H11MO.0.A	0.0026282	REST_MOUSE.H11MO.0.A	0.0026282
pattern_20	ZN143_MOUSE.H11MO.0.A	0.0594542	STAT3_MOUSE.H11MO.0.A	0.0757434	ZNF76_HUMAN.H11MO.0.C	0.0757434
pattern_21	REST_MOUSE.H11MO.0.A	4.10564e-05	REST_HUMAN.H11MO.0.A	4.10564e-05	REST_MA0138.2	4.10564e-05
pattern_22	RREB1_MA0073.1	1.0				
pattern_23	REST_HUMAN.H11MO.0.A	0.00891129	REST_MOUSE.H11MO.0.A	0.00891129	ZN335_HUMAN.H11MO.0.A	0.00891129
pattern_24	REST_HUMAN.H11MO.0.A	2.23061e-08	REST_MOUSE.H11MO.0.A	2.23061e-08	REST_MA0138.2	2.97011e-08
pattern_25	TBP_MA0108.2	0.374969	RFX1_HUMAN.H11MO.0.B	1.0	RFX1_MOUSE.H11MO.0.A	1.0
pattern_26	ZNF76_HUMAN.H11MO.0.C	1.40062e-10	ZN143_MOUSE.H11MO.0.A	1.40062e-10	ZN143_HUMAN.H11MO.0.A	4.04109e-10
