Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	4.50417e-05	Sp1(Zf)/Promoter/Homer	4.50417e-05	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	0.00386324
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.27401e-11	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.3834e-10	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	0.0316865
pattern_2	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.45345e-07	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.86733e-07	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	1.23768e-05
pattern_3	NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer	0.00250558	Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer	0.00250558	Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer	0.00250558
pattern_4	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer	3.46298e-06	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer	3.82639e-06	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	0.00111778
pattern_5	MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer	0.000108602	Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer	0.000108602	Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer	0.00019523
pattern_6	NFY(CCAAT)/Promoter/Homer	1.65512e-08	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.444297	PAX5(Paired,Homeobox)/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer	0.726858
pattern_7	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	1.93147e-06	NRF(NRF)/Promoter/Homer	5.06864e-06	ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer	1.0
pattern_8	TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	1.01141e-05	TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	7.02312e-05	TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	8.2851e-05
pattern_9	EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer	1.46358e-07	Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	2.77869e-06	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	0.000154032
pattern_10	Sp1(Zf)/Promoter/Homer	1.0	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	1.0	Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	1.0
pattern_11	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.0058183	Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	0.0058183	Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer	0.0217914
pattern_12	FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	0.0959728				
pattern_13	RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer	0.00109495	RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer	0.00484612	RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer	0.00484612
pattern_14	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	8.34084e-05	Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	0.053861	Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	0.150101
pattern_15	JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	1.44521e-05	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	1.44521e-05	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	1.44521e-05
pattern_16	GFY-Staf(?,Zf)/Promoter/Homer	6.08536e-15	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	4.95431e-12	ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer	9.97569e-06
pattern_17	X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.68064e-07	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.68064e-07	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	1.96684e-07
pattern_18	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)/Homer	1.0	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer	1.0	WT1(Zf)/Kidney-WT1-ChIP-Seq(GSE90016)/Homer	1.0
