Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer	5.38881e-06	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer	9.49398e-05	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	9.49398e-05
pattern_1	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	2.00446e-12	CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer	1.94163e-11	Twist(bHLH)/HMLE-TWIST1-ChIP-Seq(Chang_et_al)/Homer	0.0456206
pattern_2	Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer	0.000552155	Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer	0.000552155	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer	0.000552155
pattern_3	OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	9.32991e-11	Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer	8.12428e-07	Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer	0.00100542
pattern_4	NFY(CCAAT)/Promoter/Homer	6.97377e-10	En1(Homeobox)/SUM149-EN1-ChIP-Seq(GSE120957)/Homer	0.386052	ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.420047
pattern_5	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer	8.07685e-06	Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer	0.000192244	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer	0.000709786
pattern_6	NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer	3.30452e-07	NRF(NRF)/Promoter/Homer	7.25297e-07	Snail1(Zf)/LS174T-SNAIL1.HA-ChIP-Seq(GSE127183)/Homer	1.0
pattern_7	CRE(bZIP)/Promoter/Homer	7.29804e-06	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer	0.000164656	Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer	0.000164656
pattern_8	Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	1.87445e-17	GFY-Staf(?,Zf)/Promoter/Homer	2.14831e-13	GFY(?)/Promoter/Homer	4.90117e-06
pattern_9	YY1(Zf)/Promoter/Homer	6.00574e-08	BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer	0.346227	ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	0.519689
pattern_10	NF1(CTF)/LNCAP-NF1-ChIP-Seq(Unpublished)/Homer	2.72667e-12	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	0.000169144	Tlx?(NR)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	0.00140132
pattern_11	GFX(?)/Promoter/Homer	0.000577623	ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	0.00274414	PRDM15(Zf)/ESC-Prdm15-ChIP-Seq(GSE73694)/Homer	0.999986
pattern_12	Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer	1.602e-10	RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer	1.602e-10	Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer	1.04053e-07
pattern_13	Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer	1.0	PRDM14(Zf)/H1-PRDM14-ChIP-Seq(GSE22767)/Homer	1.0	ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)/Homer	1.0
