Pattern	match_1	q-value	match_2	q-value	match_3	q-value
pattern_0	CTCF_HUMAN.H11MO.0.A	1.25065e-13	CTCF_MA0139.1	1.25065e-13	CTCF_MOUSE.H11MO.0.A	7.66335e-13
pattern_1	SP3_HUMAN.H11MO.0.B	5.07357e-17	SP3_MOUSE.H11MO.0.B	5.07357e-17	SP2_HUMAN.H11MO.0.A	1.23755e-11
pattern_2	NRF1_MA0506.1	0.0346497	NRF1_MOUSE.H11MO.0.A	0.0346497	SP2_HUMAN.H11MO.0.A	0.0889086
pattern_3	TEAD4_MOUSE.H11MO.0.A	1.43211e-06	TEAD4_HUMAN.H11MO.0.A	2.25293e-05	TEAD3_TEA_1	0.000581329
pattern_4	NANOG_HUMAN.H11MO.0.A	3.55049e-07	PO5F1_HUMAN.H11MO.0.A	3.55049e-07	PO5F1_MOUSE.H11MO.0.A	3.69867e-07
pattern_5	Sox3_MA0514.1	0.00285064	SOX10_MA0442.2	0.00285064	SOX15_MA1152.1	0.00384334
pattern_6	NFYB_HUMAN.H11MO.0.A	5.83069e-09	NFYB_MOUSE.H11MO.0.A	5.83069e-09	NFYC_MOUSE.H11MO.0.B	1.21313e-05
pattern_7	ERG_MOUSE.H11MO.0.A	0.00136319	ETS1_MOUSE.H11MO.0.A	0.00185539	ETS1_HUMAN.H11MO.0.A	0.00218648
pattern_8	Gabpa_MA0062.2	0.0432095	ETV4_MOUSE.H11MO.0.B	0.0432095	ELK4_MA0076.2	0.0432095
pattern_9	JUNB_HUMAN.H11MO.0.A	0.000719374	BACH2_MA1101.1	0.000719374	BACH2_HUMAN.H11MO.0.A	0.000719374
pattern_10	SIX2_MA1119.1	0.00221167	SIX4_MOUSE.H11MO.0.C	0.00734818	SIX1_MA1118.1	0.00734818
pattern_11	ZNF76_HUMAN.H11MO.0.C	1.97092e-17	ZN143_MOUSE.H11MO.0.A	1.89469e-10	ZN143_HUMAN.H11MO.0.A	5.18189e-10
pattern_12	RFX2_MOUSE.H11MO.0.A	5.33462e-11	Rfx1_MA0509.1	3.39286e-09	RFX2_HUMAN.H11MO.0.A	1.32305e-08
pattern_13	PRDM6_HUMAN.H11MO.0.C	0.0977198	ZNF384_MA1125.1	0.0977198	STAT1_MOUSE.H11MO.0.A	0.0989787
pattern_14	REST_MA0138.2	3.06785e-06	REST_HUMAN.H11MO.0.A	3.06785e-06	REST_MOUSE.H11MO.0.A	1.34522e-05
pattern_15	CREB1_MA0018.3	6.66662e-06	USF2_HUMAN.H11MO.0.A	5.72562e-05	USF2_MOUSE.H11MO.0.A	5.72562e-05
pattern_16	USF1_HUMAN.H11MO.0.A	2.46316e-05	USF2_HUMAN.H11MO.0.A	2.46316e-05	USF2_MOUSE.H11MO.0.A	2.46316e-05
pattern_17	REST_MA0138.2	2.89946e-17	REST_HUMAN.H11MO.0.A	6.33698e-12	REST_MOUSE.H11MO.0.A	6.33698e-12
pattern_18	RREB1_MA0073.1	1.0				
pattern_19	AP2C_HUMAN.H11MO.0.A	0.000625079	AP2A_HUMAN.H11MO.0.A	0.000625079	AP2A_MOUSE.H11MO.0.A	0.00342339
pattern_20	SMAD4_MOUSE.H11MO.0.A	1.0	SMAD2_MOUSE.H11MO.0.A	1.0	SMAD4_HUMAN.H11MO.0.B	1.0
pattern_21	REST_MA0138.2	0.00025582	REST_HUMAN.H11MO.0.A	0.00025582	REST_MOUSE.H11MO.0.A	0.00025582
pattern_22	IRF3_HUMAN.H11MO.0.B	0.034335	IRF3_MOUSE.H11MO.0.A	0.034335	VEZF1_HUMAN.H11MO.0.C	0.0974456
